loan_account_no,product_description,loan_origination_date,bureau_score,down_payment_amount,branch_name,res_years_at_current_city,res_years_at_current_address,interest_rate,loan_asset_cost,gender,channel,age,number_of_installments,res_city,res_province,total_income,asset_model,industry,nature_of_business,marital_status,manufacturer,occupation_type,res_resident_status,years_in_occupation,has_existing_loan,number_of_dependents,days_past_due,label_determination_date,label_is_mature,TARGET
PH10937766213369028131,Motorcycle Loan,2024-07-31,684,7500,Quiapo Manila,10,0,20.85,51713,Female,DEALER,52,24,Manila,Metro Manila,11926,TMX 125 Alpha,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,5,Yes,4,221,2024-11-23,True,1
PH10299315947163333127,Motorcycle Loan,2024-09-20,661,7000,Quiapo Manila,24,22,16.84,53682,Female,DEALER,58,24,Manila,Metro Manila,8142,Skydrive 125,Transport,Services,Single,Suzuki,Tricycle/Jeepney Driver,Living with Parents,9,Yes,3,7,2025-02-19,True,0
PH18926435748871475294,Motorcycle Loan,2024-08-16,610,31000,Cubao QC,19,15,12.64,156395,Male,DEALER,38,24,Quezon City,Metro Manila,13408,Mio i 125,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Owned,6,No,4,150,2024-12-09,True,1
PH12933497654999587750,Motorcycle Loan,2025-04-04,740,24000,Caloocan,10,8,24.76,144896,Female,DEALER,51,24,Caloocan,Metro Manila,45074,NMAX 155,Government,Services,Married,Yamaha,Employed,Living with Parents,6,No,3,2,2025-10-05,True,0
PH16863755212626234149,Motorcycle Loan,2025-07-03,637,14500,Iloilo,20,16,18.09,108779,Female,DIRECT,44,18,Iloilo City,Iloilo,9563,Mio i 125,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Rented,20,Yes,1,6,2026-01-04,True,0
PH19093522304752344129,Motorcycle Loan,2025-02-27,641,23000,Quiapo Manila,16,8,19.93,116013,Male,DEALER,33,24,Manila,Metro Manila,15243,TMX 125 Alpha,Remittance-dependent,Services,Single,Honda,OFW Dependent,Rented,10,No,0,1,2025-07-12,True,0
PH11526946300685288094,Motorcycle Loan,2026-03-03,578,17500,Cubao QC,20,20,20.48,89584,Male,DEALER,19,24,Quezon City,Metro Manila,18299,NMAX 155,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Owned,1,No,0,5,2026-07-16,False,0
PH12267146792583534232,Motorcycle Loan,2026-03-16,-1,8500,Caloocan,29,12,19.9,71269,Male,DEALER,45,18,Caloocan,Metro Manila,25430,Click 125i,BPO,Services,Married,Honda,Employed,Owned,3,No,0,16,2026-09-01,False,0
PH13527186754463054606,Motorcycle Loan,2026-03-12,753,7000,Iloilo,22,0,23.86,67594,Male,DEALER,41,36,Iloilo City,Iloilo,19363,TMX 125 Alpha,Construction,Services,Single,Honda,Construction Worker,Owned,19,Yes,1,185,2026-07-16,False,1
PH16137796335948457939,Motorcycle Loan,2026-03-31,595,26000,Davao,26,21,21.65,141935,Male,DEALER,20,24,Davao City,Davao del Sur,14387,TMX 125,BPO,Services,Widowed/Separated,TMX,Other Self Employed,Owned,0,Yes,3,4,2026-09-08,False,0
PH10175957708312686055,Motorcycle Loan,2025-04-10,721,14000,Iloilo,21,9,12.99,124436,Male,DIRECT,46,12,Iloilo City,Iloilo,17183,DLX 110,Transport,Services,Single,Rusi,Tricycle/Jeepney Driver,Living with Parents,5,No,5,19,2025-08-13,True,0
PH13588836539768855877,Motorcycle Loan,2025-02-19,-1,16500,Cubao QC,0,0,15.74,151525,Male,DIRECT,54,36,Quezon City,Metro Manila,54181,Raider R150,BPO,Services,Married,Suzuki,Employed,Rented,14,No,2,9,2025-07-15,True,0
PH13912269778197533831,Motorcycle Loan,2026-03-22,748,6500,Cubao QC,11,0,18.43,51112,Male,DEALER,53,36,Quezon City,Metro Manila,47045,TMX 125 Alpha,Retail,Trading,Married,Honda,Employed,Rented,4,Yes,4,4,2026-09-25,False,0
PH16710767266384794119,Motorcycle Loan,2026-01-21,656,12000,Caloocan,16,8,20.97,116334,Male,DIRECT,58,24,Caloocan,Metro Manila,14432,Mio i 125,Construction,Services,Single,Yamaha,Construction Worker,Living with Parents,11,Yes,3,1,2026-06-16,False,0
PH11700479378045698227,Motorcycle Loan,2024-12-19,654,9500,Cebu City,5,5,14.21,59242,Female,DEALER,35,36,Cebu City,Cebu,21520,Mio Aerox,Government,Services,Live-in,Yamaha,Employed,Living with Parents,6,No,1,4,2025-06-23,True,0
PH11699165653093054371,Motorcycle Loan,2026-03-06,-1,7000,Quiapo Manila,1,1,13.82,61226,Male,DEALER,35,24,Manila,Metro Manila,11937,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,8,No,5,238,2026-07-21,False,1
PH18911501454258329677,Motorcycle Loan,2026-04-02,601,21000,General Santos,11,0,22.39,110196,Male,DEALER,32,18,General Santos,South Cotabato,51229,Storm 200,BPO,Services,Single,Rusi,Employed,Owned,2,No,3,20,2026-09-06,False,0
PH19915268475736861480,Motorcycle Loan,2026-03-04,644,18500,Cebu City,25,8,21.76,153725,Male,DEALER,24,18,Cebu City,Cebu,39772,Sniper 150,Remittance-dependent,Services,Single,Yamaha,OFW Dependent,Living with Parents,3,No,2,2,2026-07-28,False,0
PH14649936964784037969,Motorcycle Loan,2024-11-16,763,30500,Cebu City,30,18,24.56,157088,Female,ONLINE,18,24,Cebu City,Cebu,18912,ADV 160,Retail,Trading,Married,Honda,Sari-sari Store Owner,Owned,0,No,1,9,2025-03-29,True,0
PH10088738227815216739,Motorcycle Loan,2026-02-04,563,14000,General Santos,2,1,17.42,71336,Male,DIRECT,45,24,General Santos,South Cotabato,16749,NMAX 155,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Rented,12,No,2,141,2026-06-08,False,1
PH19076845972299901167,Motorcycle Loan,2025-07-31,-1,11500,Caloocan,12,10,15.12,75975,Male,DEALER,57,24,Caloocan,Metro Manila,11630,Storm 200,Retail,Trading,Live-in,Rusi,Sari-sari Store Owner,Living with Parents,15,Yes,0,225,2025-11-30,True,1
PH10285116492302389474,Motorcycle Loan,2026-01-16,-1,29000,Quiapo Manila,26,21,24.57,145807,Female,DIRECT,22,18,Manila,Metro Manila,21326,NMAX 155,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Owned,4,Yes,6,184,2026-04-16,True,1
PH17382807697196302437,Motorcycle Loan,2024-07-12,-1,12500,Caloocan,25,25,15.0,98426,Male,DEALER,30,18,Caloocan,Metro Manila,27215,Beat 110,Retail,Trading,Single,Honda,Other Self Employed,Owned,8,Yes,2,147,2024-11-15,True,1
PH14453150350552020762,Motorcycle Loan,2025-11-27,-1,6000,Cagayan de Oro,29,24,19.28,57864,Male,ONLINE,45,18,Cagayan de Oro,Misamis Oriental,15575,Smash 115,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Living with Parents,17,Yes,2,124,2026-04-02,True,1
PH18350056670312095638,Motorcycle Loan,2026-02-16,732,17000,Quiapo Manila,3,3,16.23,88962,Female,DEALER,29,36,Manila,Metro Manila,22272,Sniper 150,Remittance-dependent,Services,Live-in,Yamaha,OFW Dependent,Owned,8,No,6,3,2026-08-14,False,0
PH18326823181766745578,Motorcycle Loan,2024-11-25,-1,27500,Caloocan,7,2,14.55,140343,Male,DEALER,34,24,Caloocan,Metro Manila,12210,Sniper 150,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Living with Parents,0,No,3,153,2025-04-10,True,1
PH12538468203418440090,Motorcycle Loan,2025-10-08,-1,24000,Quiapo Manila,6,4,14.05,122563,Male,DIRECT,49,36,Manila,Metro Manila,25161,Beat 110,Retail,Trading,Married,Honda,Other Self Employed,Owned,3,Yes,5,137,2026-03-07,True,1
PH13338764486440726091,Motorcycle Loan,2024-12-17,-1,26500,Iloilo,17,0,12.07,138088,Female,DEALER,51,12,Iloilo City,Iloilo,18346,DLX 110,Retail,Trading,Married,Rusi,Sari-sari Store Owner,Owned,8,No,4,7,2025-04-22,True,0
PH16704455755476716645,Motorcycle Loan,2025-01-03,-1,11000,Cubao QC,22,15,24.89,83589,Male,DEALER,26,24,Quezon City,Metro Manila,20297,DLX 110,Retail,Trading,Single,Rusi,Sari-sari Store Owner,Owned,2,Yes,2,24,2025-05-04,True,0
PH12701856191574175593,Motorcycle Loan,2025-03-22,568,16000,Iloilo,28,4,14.01,88740,Male,DEALER,32,18,Iloilo City,Iloilo,8893,Raider R150,Transport,Services,Married,Suzuki,Tricycle/Jeepney Driver,Owned,9,No,0,7,2025-09-19,True,0
PH13698416134731850319,Motorcycle Loan,2024-06-16,-1,19500,Davao,24,0,22.85,114391,Male,DIRECT,19,12,Davao City,Davao del Sur,59476,DLX 110,Retail,Trading,Widowed/Separated,Rusi,Employed,Owned,1,Yes,4,219,2024-09-14,True,1
PH10591970169729837954,Motorcycle Loan,2024-09-28,-1,9000,General Santos,5,1,16.91,73438,Female,DEALER,47,36,General Santos,South Cotabato,48669,Mio Aerox,Government,Services,Live-in,Yamaha,Employed,Rented,19,No,2,108,2025-01-07,True,1
PH19053577723451807245,Motorcycle Loan,2024-09-20,695,10000,Iloilo,13,12,17.73,83523,Male,ONLINE,40,24,Iloilo City,Iloilo,18300,NMAX 155,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Rented,11,Yes,2,6,2025-03-16,True,0
PH13096351160618688715,Motorcycle Loan,2025-05-26,760,8500,Cebu City,16,0,12.6,65231,Female,DIRECT,18,12,Cebu City,Cebu,15109,Raider R150,Construction,Services,Live-in,Suzuki,Construction Worker,Owned,0,Yes,0,3,2025-12-08,True,0
PH10401155829123572984,Motorcycle Loan,2025-03-20,-1,7000,Cagayan de Oro,3,2,22.44,59200,Male,DEALER,30,24,Cagayan de Oro,Misamis Oriental,26649,Mio Aerox,Remittance-dependent,Services,Single,Yamaha,OFW Dependent,Living with Parents,9,No,0,6,2025-10-01,True,0
PH11418656677385499293,Motorcycle Loan,2024-10-04,-1,10000,Cubao QC,2,0,13.28,54698,Male,DEALER,51,24,Quezon City,Metro Manila,9438,Sniper 150,Transport,Services,Live-in,Yamaha,Tricycle/Jeepney Driver,Living with Parents,0,No,6,0,2025-04-30,True,0
PH18223449376686427419,Motorcycle Loan,2026-04-01,639,19500,Quiapo Manila,12,4,24.93,133301,Female,DEALER,36,12,Manila,Metro Manila,13509,Beat 110,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,7,No,3,133,2026-07-01,False,1
PH16292406584075908410,Motorcycle Loan,2025-04-25,659,14000,Cubao QC,0,0,14.6,93670,Male,DEALER,27,36,Quezon City,Metro Manila,14862,NMAX 155,Transport,Services,Live-in,Yamaha,Tricycle/Jeepney Driver,Owned,8,Yes,0,5,2025-11-08,True,0
PH19030457018855452270,Motorcycle Loan,2024-09-21,575,12000,Davao,15,6,19.59,85540,Male,ONLINE,36,24,Davao City,Davao del Sur,45741,NMAX 155,Government,Services,Married,Yamaha,Employed,Living with Parents,18,No,0,10,2025-03-23,True,0
PH11421387766473787801,Motorcycle Loan,2025-03-08,-1,21000,Caloocan,5,1,21.51,147613,Female,DEALER,27,24,Caloocan,Metro Manila,21619,NMAX 155,Construction,Services,Married,Yamaha,Construction Worker,Owned,8,No,3,5,2025-07-24,True,0
PH16352982162046914765,Motorcycle Loan,2025-03-11,699,9000,Cebu City,9,9,16.83,64359,Male,DIRECT,38,24,Cebu City,Cebu,16739,Sniper 150,Transport,Services,Live-in,Yamaha,Tricycle/Jeepney Driver,Rented,3,No,2,7,2025-09-10,True,0
PH16554913372770666334,Motorcycle Loan,2024-07-31,589,13500,General Santos,15,13,16.85,109487,Female,DIRECT,56,36,General Santos,South Cotabato,14749,Smash 115,Transport,Services,Married,Suzuki,Tricycle/Jeepney Driver,Rented,14,No,4,17,2024-11-29,True,0
PH10084653055159799917,Motorcycle Loan,2024-10-14,715,6000,Cagayan de Oro,23,4,23.61,53824,Male,DEALER,19,18,Cagayan de Oro,Misamis Oriental,47853,TMX 125,Retail,Trading,Married,TMX,Employed,Rented,1,No,5,128,2025-03-11,True,1
PH18774884802472269354,Motorcycle Loan,2026-02-14,-1,29000,Davao,19,0,13.86,150138,Female,DEALER,46,36,Davao City,Davao del Sur,23626,Raider R150,Retail,Trading,Single,Suzuki,Sari-sari Store Owner,Owned,4,Yes,0,2,2026-06-29,False,0
PH10887602843908621232,Motorcycle Loan,2025-10-04,-1,12000,Cebu City,0,0,20.08,71868,Female,DEALER,57,24,Cebu City,Cebu,30586,Storm 200,Retail,Trading,Live-in,Rusi,Employed,Living with Parents,15,No,4,22,2026-02-08,True,0
PH16380651886636898894,Motorcycle Loan,2025-02-22,-1,14500,Quiapo Manila,23,15,14.49,142768,Male,DEALER,57,18,Manila,Metro Manila,16604,Skydrive 125,Construction,Services,Married,Suzuki,Construction Worker,Living with Parents,10,No,1,135,2025-05-30,True,1
PH11144962726094832481,Motorcycle Loan,2026-03-18,656,18000,Quiapo Manila,15,9,14.85,102708,Male,DEALER,26,24,Manila,Metro Manila,21277,Sniper 150,Retail,Trading,Live-in,Yamaha,Sari-sari Store Owner,Living with Parents,8,No,3,0,2026-07-30,False,0
PH14246764259885664725,Motorcycle Loan,2025-05-05,-1,13500,Quiapo Manila,21,8,18.13,69395,Male,DEALER,38,24,Manila,Metro Manila,15783,ADV 160,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,18,Yes,4,133,2025-09-10,True,1
PH15642678624655247811,Motorcycle Loan,2025-06-18,632,8000,Cebu City,19,0,13.08,45049,Female,DEALER,36,18,Cebu City,Cebu,17324,ADV 160,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,18,Yes,1,13,2025-12-17,True,0
PH13689087254522432190,Motorcycle Loan,2025-03-03,-1,13000,Cebu City,4,0,22.99,78965,Male,DEALER,43,36,Cebu City,Cebu,51518,Mio i 125,Retail,Trading,Single,Yamaha,Employed,Owned,3,No,2,172,2025-06-20,True,1
PH12505804446104472443,Motorcycle Loan,2024-09-24,706,8000,Quiapo Manila,19,14,13.86,53850,Male,DIRECT,51,24,Manila,Metro Manila,12419,Smash 115,Retail,Trading,Single,Suzuki,Sari-sari Store Owner,Living with Parents,9,No,3,4,2025-03-22,True,0
PH16427672305678815798,Motorcycle Loan,2024-11-15,-1,18500,Quiapo Manila,11,1,14.96,96061,Female,DEALER,21,36,Manila,Metro Manila,14466,TMX 125 Alpha,Construction,Services,Married,Honda,Construction Worker,Living with Parents,0,No,2,131,2025-03-10,True,1
PH12564306353236022640,Motorcycle Loan,2025-06-14,605,17000,Quiapo Manila,13,2,14.51,137124,Male,DEALER,58,36,Manila,Metro Manila,14063,ADV 160,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Rented,4,No,2,9,2025-12-12,True,0
PH11018648381185539581,Motorcycle Loan,2026-02-18,-1,16000,Quiapo Manila,23,10,15.41,112581,Male,DEALER,54,36,Manila,Metro Manila,11270,Click 125i,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,11,No,3,1,2026-07-06,False,0
PH11437123617563019509,Motorcycle Loan,2025-11-16,646,9000,Quiapo Manila,23,5,14.77,52476,Male,ONLINE,54,24,Manila,Metro Manila,33031,Skydrive 125,Government,Services,Married,Suzuki,Employed,Rented,3,No,0,14,2026-06-12,False,0
PH19347064117931997584,Motorcycle Loan,2025-10-04,731,16500,Cebu City,3,1,13.87,126602,Female,DEALER,28,24,Cebu City,Cebu,17100,Click 125i,Retail,Trading,Widowed/Separated,Honda,Sari-sari Store Owner,Living with Parents,6,Yes,0,114,2026-01-25,True,1
PH17416122716894042690,Motorcycle Loan,2026-02-20,654,14500,Cubao QC,5,3,13.92,103398,Male,DIRECT,22,18,Quezon City,Metro Manila,16772,ADV 160,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Owned,4,No,6,2,2026-07-07,False,0
PH18417677414284639535,Motorcycle Loan,2024-11-30,589,23500,Cebu City,27,13,22.68,127045,Female,DEALER,47,18,Cebu City,Cebu,21774,Mio i 125,Construction,Services,Married,Yamaha,Construction Worker,Living with Parents,18,Yes,2,4,2025-04-19,True,0
PH14091489816897564461,Motorcycle Loan,2025-08-27,777,24500,Quiapo Manila,23,16,17.22,128212,Male,DIRECT,57,24,Manila,Metro Manila,11858,Click 125i,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Owned,14,No,3,1,2026-02-23,True,0
PH16907162535520923421,Motorcycle Loan,2026-01-14,752,12500,Cebu City,5,5,14.9,71186,Male,ONLINE,18,12,Cebu City,Cebu,13417,Mio Aerox,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Living with Parents,0,No,0,1,2026-06-13,False,0
PH11779327825329889846,Motorcycle Loan,2026-05-01,667,9500,Cebu City,12,10,12.75,60483,Female,DEALER,48,36,Cebu City,Cebu,38004,TMX 125,Manufacturing,Manufacturing,Married,TMX,Employed,Owned,2,Yes,6,3,2026-11-10,False,0
PH19366918658163840831,Motorcycle Loan,2025-08-06,779,9000,General Santos,21,8,22.67,82122,Female,DEALER,29,24,General Santos,South Cotabato,10215,Mio i 125,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Living with Parents,2,No,3,1,2026-01-26,True,0
PH10292059685424756129,Motorcycle Loan,2025-11-30,-1,10500,Cubao QC,2,2,14.86,91565,Male,DIRECT,22,12,Quezon City,Metro Manila,24533,Sniper 150,BPO,Services,Married,Yamaha,Employed,Living with Parents,3,No,6,23,2026-06-13,False,0
PH13302332753179210601,Motorcycle Loan,2025-10-04,-1,12000,Caloocan,13,10,21.22,93542,Female,DIRECT,41,18,Caloocan,Metro Manila,34938,Smash 115,Manufacturing,Manufacturing,Married,Suzuki,Employed,Owned,0,Yes,0,0,2026-04-17,True,0
PH13502086378216222470,Motorcycle Loan,2024-06-30,766,13500,Cubao QC,9,1,15.47,84011,Male,DEALER,22,24,Quezon City,Metro Manila,10227,Mio i 125,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Rented,1,Yes,3,131,2024-09-29,True,1
PH17355041171074917180,Motorcycle Loan,2024-09-24,-1,21000,Cubao QC,2,0,17.49,125207,Female,ONLINE,51,24,Quezon City,Metro Manila,14976,Barako II 175,Transport,Services,Single,Kawasaki,Tricycle/Jeepney Driver,Living with Parents,5,Yes,4,106,2025-02-13,True,1
PH18258059889159163875,Motorcycle Loan,2024-09-12,-1,7500,Davao,7,2,20.54,56754,Female,DEALER,42,24,Davao City,Davao del Sur,11214,ADV 160,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,18,No,2,28,2025-03-09,True,0
PH19957314978832099284,Motorcycle Loan,2025-09-21,-1,12500,Iloilo,24,1,21.13,78265,Male,DIRECT,53,24,Iloilo City,Iloilo,15539,Smash 115,BPO,Services,Widowed/Separated,Suzuki,Other Self Employed,Living with Parents,0,No,0,0,2026-03-06,True,0
PH19749355279412987170,Motorcycle Loan,2025-01-08,-1,9000,Cebu City,23,11,23.26,50034,Female,DEALER,58,24,Cebu City,Cebu,56123,Mio i 125,Manufacturing,Manufacturing,Live-in,Yamaha,Employed,Owned,2,No,0,1,2025-07-20,True,0
PH19671202316251153176,Motorcycle Loan,2026-05-15,647,12000,Caloocan,15,10,15.64,60451,Male,DEALER,42,24,Caloocan,Metro Manila,25100,Sniper 150,Manufacturing,Manufacturing,Married,Yamaha,Employed,Rented,3,Yes,6,3,2026-09-23,False,0
PH11019546061165012202,Motorcycle Loan,2025-04-27,713,9000,Iloilo,26,5,14.66,56872,Female,DEALER,38,36,Iloilo City,Iloilo,18619,Raider R150,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Owned,3,Yes,6,7,2025-09-08,True,0
PH13137171939267994665,Motorcycle Loan,2026-01-31,-1,16500,Cubao QC,16,11,12.23,111395,Male,DIRECT,34,18,Quezon City,Metro Manila,12319,Sniper 150,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Living with Parents,10,Yes,5,101,2026-05-22,True,1
PH19549539087187701273,Motorcycle Loan,2025-10-05,672,24000,Cagayan de Oro,17,8,21.29,119897,Male,DEALER,58,24,Cagayan de Oro,Misamis Oriental,10346,Click 125i,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,18,Yes,2,2,2026-02-26,True,0
PH13133979972364137161,Motorcycle Loan,2024-09-14,778,22000,Cebu City,0,0,21.08,118009,Male,DEALER,51,12,Cebu City,Cebu,12787,Beat 110,Construction,Services,Married,Honda,Construction Worker,Owned,11,No,4,12,2025-02-19,True,0
PH10410708706259104674,Motorcycle Loan,2026-05-04,644,28500,Cubao QC,28,22,19.52,146827,Female,ONLINE,52,36,Quezon City,Metro Manila,16095,Mio i 125,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Rented,4,No,4,179,2026-09-03,False,1
PH15267344212473476997,Motorcycle Loan,2026-05-19,-1,7000,Davao,23,9,17.86,50228,Female,DEALER,18,24,Davao City,Davao del Sur,11551,Raider R150,Transport,Services,Married,Suzuki,Tricycle/Jeepney Driver,Living with Parents,0,Yes,2,174,2026-09-17,False,1
PH16970521000233514352,Motorcycle Loan,2025-07-09,-1,21500,Quiapo Manila,16,8,18.45,120289,Male,DIRECT,19,24,Manila,Metro Manila,17199,Mio Aerox,Transport,Services,Live-in,Yamaha,Tricycle/Jeepney Driver,Rented,0,Yes,4,107,2025-12-02,True,1
PH11517581039752690772,Motorcycle Loan,2025-12-09,630,30000,Cubao QC,22,17,19.91,155134,Male,DEALER,52,36,Quezon City,Metro Manila,27414,TMX 125 Alpha,Remittance-dependent,Services,Widowed/Separated,Honda,OFW Dependent,Owned,8,No,0,3,2026-05-24,True,0
PH19084816007767671457,Motorcycle Loan,2025-11-15,633,12000,Cagayan de Oro,27,19,16.07,103554,Male,DEALER,56,24,Cagayan de Oro,Misamis Oriental,31712,Mio Aerox,Government,Services,Married,Yamaha,Employed,Living with Parents,17,No,5,7,2026-05-26,True,0
PH15190790877994658481,Motorcycle Loan,2026-03-23,705,9000,Quiapo Manila,23,18,24.14,59906,Male,DIRECT,54,24,Manila,Metro Manila,22462,ADV 160,Manufacturing,Manufacturing,Single,Honda,Employed,Rented,7,No,3,148,2026-08-04,False,1
PH16247649893652146801,Motorcycle Loan,2025-03-31,-1,10000,Quiapo Manila,1,1,14.36,84751,Male,DIRECT,38,18,Manila,Metro Manila,20494,Smash 115,Construction,Services,Married,Suzuki,Construction Worker,Owned,4,No,6,252,2025-08-24,True,1
PH15882935920922048314,Motorcycle Loan,2025-06-08,-1,14500,Iloilo,23,20,23.54,103890,Male,ONLINE,48,24,Iloilo City,Iloilo,16940,Mio Aerox,Retail,Trading,Live-in,Yamaha,Sari-sari Store Owner,Rented,20,Yes,0,3,2025-11-18,True,0
PH17664105068955097136,Motorcycle Loan,2024-10-29,601,11000,Cagayan de Oro,5,5,20.9,74011,Male,DEALER,45,24,Cagayan de Oro,Misamis Oriental,18827,NMAX 155,BPO,Services,Widowed/Separated,Yamaha,Other Self Employed,Living with Parents,1,Yes,5,195,2025-03-01,True,1
PH10841942853930931111,Motorcycle Loan,2024-10-19,759,20500,Cubao QC,17,13,18.92,142887,Male,DIRECT,56,24,Quezon City,Metro Manila,16963,Mio i 125,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Rented,17,No,4,0,2025-05-16,True,0
PH16950390201045121606,Motorcycle Loan,2024-10-19,-1,6500,Cagayan de Oro,10,4,22.69,57234,Female,DEALER,47,24,Cagayan de Oro,Misamis Oriental,33940,ADV 160,Remittance-dependent,Services,Single,Honda,OFW Dependent,Living with Parents,16,No,5,7,2025-05-03,True,0
PH11081654175739582850,Motorcycle Loan,2024-10-04,-1,12500,Cagayan de Oro,2,1,17.84,88999,Male,DEALER,50,24,Cagayan de Oro,Misamis Oriental,15311,Barako II 175,Transport,Services,Single,Kawasaki,Tricycle/Jeepney Driver,Rented,4,No,3,13,2025-03-15,True,0
PH16495900796091016996,Motorcycle Loan,2025-04-23,-1,7500,Davao,26,21,12.12,60500,Male,DEALER,53,12,Davao City,Davao del Sur,19013,Mio i 125,Construction,Services,Single,Yamaha,Construction Worker,Living with Parents,19,Yes,3,2,2025-09-23,True,0
PH14364410070817178756,Motorcycle Loan,2025-08-17,570,15000,Davao,17,13,15.63,95346,Male,DIRECT,58,18,Davao City,Davao del Sur,17022,Beat 110,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,16,No,4,2,2026-02-20,True,0
PH19142719459406593969,Motorcycle Loan,2025-07-08,-1,10500,Cubao QC,10,7,17.01,59539,Female,DEALER,53,18,Quezon City,Metro Manila,45929,NMAX 155,Manufacturing,Manufacturing,Married,Yamaha,Employed,Living with Parents,9,Yes,3,11,2025-11-20,True,0
PH14139911469500902093,Motorcycle Loan,2025-05-25,554,14500,Caloocan,28,25,15.54,115107,Male,DEALER,39,24,Caloocan,Metro Manila,9404,DLX 110,Transport,Services,Widowed/Separated,Rusi,Tricycle/Jeepney Driver,Living with Parents,7,No,3,163,2025-10-03,True,1
PH10750058982920772675,Motorcycle Loan,2024-09-07,-1,7000,Quiapo Manila,1,1,13.49,55924,Male,DEALER,52,18,Manila,Metro Manila,11556,Smash 115,Transport,Services,Single,Suzuki,Tricycle/Jeepney Driver,Rented,7,No,3,15,2025-01-11,True,0
PH12929797651332185827,Motorcycle Loan,2026-02-13,633,19500,Iloilo,6,4,20.92,139587,Male,DEALER,40,24,Iloilo City,Iloilo,10942,Click 125i,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Rented,6,Yes,4,130,2026-06-01,True,1
PH18103819827705728304,Motorcycle Loan,2025-10-20,607,9000,Quiapo Manila,19,9,15.37,64785,Male,DEALER,36,36,Manila,Metro Manila,22737,Flash 115,Government,Services,Married,Rusi,Other Self Employed,Living with Parents,2,No,1,18,2026-03-20,True,0
PH14634651645931008887,Motorcycle Loan,2026-04-13,-1,19000,Cagayan de Oro,15,10,13.26,156208,Female,ONLINE,39,36,Cagayan de Oro,Misamis Oriental,10917,Rouser NS200,Transport,Services,Widowed/Separated,Kawasaki,Tricycle/Jeepney Driver,Rented,0,Yes,1,146,2026-08-02,False,1
PH17856678041839196947,Motorcycle Loan,2025-11-27,696,5500,Davao,20,13,23.58,51234,Female,DEALER,35,24,Davao City,Davao del Sur,20255,Click 125i,Manufacturing,Manufacturing,Married,Honda,Other Self Employed,Owned,3,No,5,1,2026-04-20,True,0
PH15053245211832986457,Motorcycle Loan,2025-04-29,703,8000,Quiapo Manila,29,11,12.96,47953,Male,ONLINE,48,36,Manila,Metro Manila,20456,Sniper 150,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Living with Parents,10,No,6,1,2025-11-24,True,0
PH13422061405886491027,Motorcycle Loan,2025-07-27,-1,15000,Cubao QC,29,4,12.96,98257,Male,ONLINE,28,24,Quezon City,Metro Manila,12942,Flash 115,Transport,Services,Married,Rusi,Tricycle/Jeepney Driver,Living with Parents,9,Yes,4,9,2026-02-01,True,0
PH13643839543693529948,Motorcycle Loan,2024-11-19,676,12500,Cubao QC,25,6,17.92,114588,Male,ONLINE,49,24,Quezon City,Metro Manila,22194,Sniper 150,BPO,Services,Single,Yamaha,Other Self Employed,Living with Parents,11,No,0,1,2025-05-13,True,0
PH18532476664778335683,Motorcycle Loan,2025-12-23,-1,21500,Cebu City,8,3,20.07,145607,Female,DIRECT,51,12,Cebu City,Cebu,13383,NMAX 155,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Rented,18,Yes,3,25,2026-05-17,True,0
PH18397874634620241814,Motorcycle Loan,2025-06-05,569,8500,Cubao QC,24,13,19.64,61139,Male,DIRECT,41,12,Quezon City,Metro Manila,24316,Smash 115,Retail,Trading,Single,Suzuki,Other Self Employed,Owned,20,Yes,1,125,2025-10-17,True,1
